"abbrev","category","term","p.value","adj.p.value","p.fdr"
"TEa5","CTXpl","Sugar1d",0.0717921716624058,0.0650112322007399,0.126062389343567
"TEa6a","CTXpl","Sugar1d",0.00757087073626366,0.00729595132730432,0.0442389429687341
"TEa6b","CTXpl","Sugar1d",0.0438693997660172,0.040522677365698,0.102203985335062
"TMd","HY","Sugar1d",0.104922507677404,0.0950703678227147,0.153885086899479
"TMv","HY","Sugar1d",0.0216338201959356,0.0205502789870446,0.0762155977966122
"TR","OLF","Sugar1d",0.0160509114155648,0.0152527373572997,0.061984528409452
"TRN","P","Sugar1d",0.760078022334055,0.550756942185913,0.579584440537242
"TRS","PAL","Sugar1d",0.203982347354916,0.175047654106988,0.234625276732875
"TT","OLF","Sugar1d",0.143688748738635,0.126450499384156,0.183719769546854
"TU","HY","Sugar1d",0.00389118818136765,0.00380034509214422,0.0317250070145413
"V","P","Sugar1d",0.48617026434188,0.376367543278271,0.421619945842521
"VAL","TH","Sugar1d",0.724804114828693,0.805408664114938,0.813931507121445
"VCO","MY","Sugar1d",0.423875018514309,0.334240743977512,0.383423315914143
"VISal1","CTXpl","Sugar1d",0.0657519890098666,0.0602818830876454,0.121197062823082
"VISal2/3","CTXpl","Sugar1d",0.0078237623943343,0.00757522506202379,0.0452146245889545
"VISal4","CTXpl","Sugar1d",0.0599043709235618,0.055131986872055,0.115786736496625
"VISal5","CTXpl","Sugar1d",0.0507149512781788,0.0469731779042315,0.109021502625893
"VISal6a","CTXpl","Sugar1d",0.0181451731503563,0.0173057073200933,0.0667755575381377
"VISal6b","CTXpl","Sugar1d",0.0400318862669392,0.0373814653620931,0.0978062997830107
"VISam2/3","CTXpl","Sugar1d",0.092887806593698,0.0830610081935572,0.140033699937598
"VISam4","CTXpl","Sugar1d",0.269161815085023,0.223194525594737,0.278628460056175
"VISam5","CTXpl","Sugar1d",0.152630680170454,0.132500982852837,0.188863341230536
"VISam6a","CTXpl","Sugar1d",0.0174013205175961,0.0165058493180821,0.0659452267591835
"VISam6b","CTXpl","Sugar1d",0.0142195567558316,0.01354726325831,0.0597750502767401
"VISC1","CTXpl","Sugar1d",0.0127859656856073,0.0122078742287217,0.0573607808921257
"VISC2/3","CTXpl","Sugar1d",0.0256998185899754,0.0241400192693598,0.079612743284575
"VISC4","CTXpl","Sugar1d",0.051597789691288,0.047375836219629,0.109021502625893
"VISC5","CTXpl","Sugar1d",0.0809564202780181,0.0728963559111999,0.132204084415202
"VISC6a","CTXpl","Sugar1d",0.0313402838931798,0.0292699816211102,0.0887169020024923
"VISC6b","CTXpl","Sugar1d",0.172388746209639,0.148371002133279,0.208373980937179
"VISl1","CTXpl","Sugar1d",0.0114121436534228,0.0109830635603344,0.0544874062343863
"VISl2/3","CTXpl","Sugar1d",0.00612073715026276,0.00594635062645443,0.0406331804786904
"VISl4","CTXpl","Sugar1d",0.0336316433407164,0.0315747718058935,0.0904291725073237
"VISl5","CTXpl","Sugar1d",0.0405984777021812,0.0378933616478446,0.0984711846903173
"VISl6a","CTXpl","Sugar1d",0.00302789425801278,0.00296458341524741,0.0306073206655273
"VISl6b","CTXpl","Sugar1d",0.0144903750437756,0.0138842176847017,0.0597750502767401
"VISp1","CTXpl","Sugar1d",0.0617618346224387,0.0562956019319241,0.115786736496625
"VISp2/3","CTXpl","Sugar1d",0.146106876512373,0.127210575829469,0.184069848359308
"VISp4","CTXpl","Sugar1d",0.198746749513349,0.169211503255625,0.227601388181862
"VISp5","CTXpl","Sugar1d",0.0382814139301843,0.0355269120431051,0.0966222827629518
"VISp6a","CTXpl","Sugar1d",0.00560084515531134,0.00542135921726605,0.0400928188392116
"VISp6b","CTXpl","Sugar1d",0.0279600380205201,0.0262009018772198,0.0827168968355203
"VISpl1","CTXpl","Sugar1d",0.00162201338275293,0.00159617573769844,0.0196690042516388
"VISpl2/3","CTXpl","Sugar1d",0.00172386263634279,0.00169570151006548,0.0202424367764067
"VISpl4","CTXpl","Sugar1d",0.0431265115482491,0.040171961764094,0.102203985335062
"VISpl5","CTXpl","Sugar1d",0.0336608153698227,0.0316014904780211,0.0904291725073237
"VISpl6a","CTXpl","Sugar1d",0.0626714794344563,0.0575740601610722,0.116985590327285
"VISpl6b","CTXpl","Sugar1d",0.178701776528612,0.154911913766296,0.213938319581179
"VISpm1","CTXpl","Sugar1d",0.460806224017306,0.356268985305845,0.403841995213153
"VISpm2/3","CTXpl","Sugar1d",0.0811098791883205,0.0730237220199155,0.132204084415202
"VISpm4","CTXpl","Sugar1d",0.258821879237405,0.21541183134728,0.273381636647367
"VISpm5","CTXpl","Sugar1d",0.109654984610123,0.0971753430145625,0.154670754298179
"VISpm6a","CTXpl","Sugar1d",0.000453432211000846,0.000448227863160899,0.0100719437486743
"VISpm6b","CTXpl","Sugar1d",0.00611911239690741,0.00591575633420027,0.0406331804786904
"VLPO","HY","Sugar1d",0.0364005407672889,0.0340921172081465,0.0950597720694305
"VM","TH","Sugar1d",0.534457944753337,0.412128343968316,0.453697485290769
"VMH","HY","Sugar1d",0.0124378947082983,0.0119519858081766,0.0570707322340432
"VPL","TH","Sugar1d",0.684478443037448,0.816990011744552,0.823456951151501
"VPM","TH","Sugar1d",0.494254681790353,0.887478850543556,0.889808191358631
"VTA","MB","Sugar1d",0.00897628970201263,0.00867303647623507,0.0480159410713304
"VTN","MB","Sugar1d",0.865161756042752,0.611257353234477,0.637978986162761
"ZI","HY","Sugar1d",0.227626156307706,0.191633212376452,0.24899281335988
"AAA","STR","Sugar7d",0.00091731116454607,0.000905918310351805,0.0150461215023648
"ACAd1","CTXpl","Sugar7d",0.880208832276832,0.733889300659161,0.757691115815675
"ACAd2/3","CTXpl","Sugar7d",0.5485560212744,0.418436685466279,0.472907733278457
"ACAd5","CTXpl","Sugar7d",0.204490610462587,0.175445447283361,0.269157272539133
"ACAd6a","CTXpl","Sugar7d",0.058715824549865,0.0540785523713693,0.143453770014385
"ACAd6b","CTXpl","Sugar7d",0.156307252940471,0.13679289421716,0.224269895240151
"ACAv1","CTXpl","Sugar7d",0.928854408760648,0.649940687590537,0.685849012871782
"ACAv2/3","CTXpl","Sugar7d",0.539211867264191,0.417479481916267,0.472907733278457
"ACAv5","CTXpl","Sugar7d",0.393653749974436,0.316516837835077,0.381417766728705
"ACAv6a","CTXpl","Sugar7d",0.0931002484994496,0.0839955926442705,0.167116231198496
"ACAv6b","CTXpl","Sugar7d",0.136251102687293,0.120313748011603,0.20609798986741
"ACB","STR","Sugar7d",1.4646305155015e-05,1.46153515792058e-05,0.000797580614750945
"AD","TH","Sugar7d",0.268916244506696,0.225291639211356,0.315243246075963
"ADP","HY","Sugar7d",0.14416600931463,0.127549104161895,0.213700692060719
"AHN","HY","Sugar7d",9.93815154978543e-05,9.89066442532716e-05,0.00377823381047497
"AIp1","CTXpl","Sugar7d",0.22771799773547,0.1917072624579,0.283845636662471
"AIp2/3","CTXpl","Sugar7d",0.0923447879362288,0.0826018348081758,0.166073162614332
"AIp5","CTXpl","Sugar7d",0.118501394443698,0.10454037996698,0.187485564072237
"AIp6a","CTXpl","Sugar7d",0.0239236958566854,0.0225142908955942,0.100005338629267
"AIv1","CTXpl","Sugar7d",0.0832119132524535,0.0754917736965508,0.159194932199552
"AIv2/3","CTXpl","Sugar7d",0.0232601755494531,0.0220565682448294,0.0998313238262155
"AIv5","CTXpl","Sugar7d",0.0300208672024723,0.0282762491349525,0.108355047851477
"AIv6a","CTXpl","Sugar7d",0.0024332808470644,0.0023868780515699,0.0337699042851741
"AM","TH","Sugar7d",0.0822163761518801,0.0746312366212624,0.159194932199552
"AOBgl","OLF","Sugar7d",0.0414042813306668,0.0386196584095575,0.126762539618978
"AOBgr","OLF","Sugar7d",0.00725432226013673,0.00698532792058604,0.0533679053132773
"AOBmi","OLF","Sugar7d",0.0683367896656563,0.0625495782115346,0.143453770014385
"AON","OLF","Sugar7d",0.0673404322262318,0.0616764366448179,0.143453770014385
"APN","MB","Sugar7d",0.0677710035187535,0.0615281329450753,0.143453770014385
"ARH","HY","Sugar7d",0.339894780118865,0.279536359225345,0.356593085003478
"ASO","HY","Sugar7d",0.00463755293842344,0.00447176547338624,0.0421000882534731
"AT","MB","Sugar7d",0.865982911513378,0.607928724862475,0.652328013756925
"AUDd1","CTXpl","Sugar7d",0.303909349303141,0.251552749418988,0.336018862648492
"AUDd2/3","CTXpl","Sugar7d",0.331085397839252,0.268817309598549,0.350471714220634
"AUDd4","CTXpl","Sugar7d",0.31294659394399,0.255622747923716,0.338945090291227
"AUDd5","CTXpl","Sugar7d",0.367725177375483,0.295060326058402,0.37076659392865
"AUDd6a","CTXpl","Sugar7d",0.0653839725765611,0.0594556910537138,0.143453770014385
"AUDd6b","CTXpl","Sugar7d",0.0619490816502088,0.0564627793001765,0.143453770014385
"AUDp1","CTXpl","Sugar7d",0.37748176239599,0.305035402268264,0.375356040431766
"AUDp2/3","CTXpl","Sugar7d",0.0574575484655319,0.0529669403354954,0.143453770014385
"AUDp4","CTXpl","Sugar7d",0,0,0
"AUDp5","CTXpl","Sugar7d",0.512654850588111,0.393848751920123,0.449105143980559
"AUDp6a","CTXpl","Sugar7d",0.105394924755757,0.0936101991640037,0.176252650879856
"AUDp6b","CTXpl","Sugar7d",0.0517367925641602,0.0474989773134226,0.135830472980943
"AUDpo1","CTXpl","Sugar7d",0.0670169375569166,0.0613770959648936,0.143453770014385
"AUDpo2/3","CTXpl","Sugar7d",0.090865567518227,0.0820759305773279,0.166073162614332
"AUDpo4","CTXpl","Sugar7d",0.250650591494674,0.211351137435301,0.301254233210019
"AUDpo5","CTXpl","Sugar7d",0.187113692002132,0.161644865999421,0.252034035966444
"AUDpo6a","CTXpl","Sugar7d",0.0267978387464835,0.0253179330853592,0.100744275402159
"AUDpo6b","CTXpl","Sugar7d",0.0245198843065239,0.0232198889600518,0.100238769723269
"AUDv1","CTXpl","Sugar7d",0.139042727424581,0.12257417102742,0.208103703699886
"AUDv2/3","CTXpl","Sugar7d",0.455337969924095,0.35569739912117,0.412998195940082
"AUDv4","CTXpl","Sugar7d",0.475034076791487,0.368940534529986,0.424503868043538
"AUDv5","CTXpl","Sugar7d",0.395320279038232,0.314469945291329,0.380672538107911
"AUDv6a","CTXpl","Sugar7d",0.0137637988078868,0.0131221775869153,0.0761697301125125
"AUDv6b","CTXpl","Sugar7d",0.0284363258380344,0.0266345021178649,0.104890513495097
"AV","TH","Sugar7d",0.142940434920452,0.12583733591675,0.211761508018496
"AVP","HY","Sugar7d",0.140782797028891,0.124052034291104,0.209680872120362
"AVPV","HY","Sugar7d",0.986045539277765,0.696238097456318,0.726674735596485
"B","P","Sugar7d",0.994579432280553,0.67458404576423,0.707942597477846
"BA","STR","Sugar7d",0.000516045641403507,0.000511049770608896,0.00976105061862991
"BAC","PAL","Sugar7d",0.0416313347888717,0.0388251757471739,0.126762539618978
"BLAa","CTXsp","Sugar7d",0.0173316898508703,0.0164413383149554,0.0860354963878489
"BLAp","CTXsp","Sugar7d",0.00330617930362799,0.00322097009695888,0.0392096070350969
"BLAv","CTXsp","Sugar7d",0.0367775949779869,0.0341762111721905,0.118739547654616
"BMA","CTXsp","Sugar7d",0.00465683344628114,0.00451859585966596,0.0421000882534731
"BST","PAL","Sugar7d",0.000235973896057117,0.000234342277475319,0.00559492187472324
"CA1","HPF","Sugar7d",0.000581820442878302,0.000574429587447467,0.00997798471914625
"CA2","HPF","Sugar7d",0.00354698871516513,0.00345281995115321,0.0399690067072886
"CA3","HPF","Sugar7d",0.000344020881754228,0.000340486690784902,0.0068455745199912
"CEA","STR","Sugar7d",0.00411175855103726,0.00399580541042954,0.0412539909941645
"CL","TH","Sugar7d",0.0968157926210151,0.0871757965978901,0.171655434538113
"CLA","CTXsp","Sugar7d",0.0204312214255082,0.0193062067930961,0.0970390166624085
"CLI","MB","Sugar7d",0.310477956247453,0.256427044749122,0.338945090291227
"CM","TH","Sugar7d",0.846624352866032,0.605764548619315,0.651836781894586
"COAa","OLF","Sugar7d",0.00280614811223236,0.00274938540198211,0.0353951011517221
"COAp","OLF","Sugar7d",0.00491613872071624,0.00476688119778701,0.0433559194655866
"CP","STR","Sugar7d",0.0334978265122391,0.0312209723849964,0.113761769762474
"CS","P","Sugar7d",0.221109515276672,0.189095954875544,0.281677615167241
"CUN","MB","Sugar7d",0.0255658210523388,0.0240170957571062,0.100412037813601
"DG-mo","HPF","Sugar7d",0.000226700378463972,0.000224730207018631,0.00559492187472324
"DG-po","HPF","Sugar7d",0.0614476667104446,0.0560233453334351,0.143453770014385
"DG-sg","HPF","Sugar7d",0.00377895136054411,0.00367599956554376,0.0412539909941645
"DMH","HY","Sugar7d",0.0102974670530151,0.0099275731648828,0.0689515081633678
"DP","OLF","Sugar7d",0.0144763314341182,0.013871000646732,0.0790854066724121
"DTN","P","Sugar7d",0.684286042909869,0.823343847127468,0.845476746243798
"ECT1","CTXpl","Sugar7d",0.0776870138140253,0.0700877937804051,0.156570393123478
"ECT2/3","CTXpl","Sugar7d",0.139301736424812,0.121667667741421,0.207486826237602
"ECT5","CTXpl","Sugar7d",0.219662316645046,0.185496768138361,0.279644915819453
"ECT6a","CTXpl","Sugar7d",0.016827420957839,0.0159737128753442,0.0847494210886318
"ECT6b","CTXpl","Sugar7d",0.0574642170130647,0.0525384002706196,0.143453770014385
"ENTl","HPF","Sugar7d",0.198064630452309,0.168677157996401,0.260869126941802
"ENTm","HPF","Sugar7d",0.0481019608772967,0.0442833014037088,0.13195154532948
"ENTmv","HPF","Sugar7d",0.0628408348894701,0.057239352921778,0.143453770014385
"Epd","CTXsp","Sugar7d",0.0696163923462652,0.0631280779632483,0.143453770014385
"Epv","CTXsp","Sugar7d",0.0128554940579841,0.0122731521955158,0.0756184538497911
"FC","HPF","Sugar7d",0.0541663292974774,0.05004442182679,0.139539920714115
"FF","HY","Sugar7d",0.00455913519343407,0.00444501402126385,0.0421000882534731
"FRP1","CTXpl","Sugar7d",0.229905760777235,0.195350925813999,0.288123759308678
"FRP2/3","CTXpl","Sugar7d",0.61404315924041,0.462993121198357,0.512647455935572
"FS","STR","Sugar7d",0.000194221029904956,0.000192986470937573,0.00526577370701092
"GPe","PAL","Sugar7d",0.137480473200381,0.120179277232972,0.20609798986741
"GPi","PAL","Sugar7d",0,0,0
"GU1","CTXpl","Sugar7d",0.290396935705496,0.239025033429024,0.326537002706933
"GU2/3","CTXpl","Sugar7d",0.108856025209926,0.096509654126373,0.178015893504399
"GU4","CTXpl","Sugar7d",0.105457260108978,0.0936630579283003,0.176252650879856
"GU5","CTXpl","Sugar7d",0.316604173708856,0.258293584373482,0.339065804916392
"GU6a","CTXpl","Sugar7d",0.224183901427684,0.188989525833718,0.281677615167241
"GU6b","CTXpl","Sugar7d",0.0255633252475707,0.0241830038713384,0.100412037813601
"IA","STR","Sugar7d",0.0194067216630642,0.0183610837529652,0.0947828918058473
"IAD","TH","Sugar7d",0.100814245580773,0.0905836627166146,0.175129388220176
"IC","MB","Sugar7d",0.0248405028588958,0.0233540589145835,0.100238769723269
"IGL","TH","Sugar7d",0.126886147206661,0.11147744381682,0.197149923787153
"ILA2/3","CTXpl","Sugar7d",0.303936506319889,0.251574331721122,0.336018862648492
"ILA5","CTXpl","Sugar7d",0.0387966937167681,0.0362647040894573,0.122593955417457
"ILA6a","CTXpl","Sugar7d",0.000580556767371022,0.000574648334610517,0.00997798471914625
"ILA6b","CTXpl","Sugar7d",0.0121577175605803,0.011687953856351,0.0744274283246549
"INC","MB","Sugar7d",0.378309549528625,0.307344391339699,0.37584381114949
"IPN","MB","Sugar7d",0.0125348791914259,0.0121207626001263,0.0756184538497911
"IV","MB","Sugar7d",0.205483289689018,0.178307629774953,0.271368583960287
"LA","CTXsp","Sugar7d",0.00578858582864686,0.0056005401132716,0.0475423627393278
"LD","TH","Sugar7d",0.295552666108842,0.242839415282425,0.329544810593946
"LDT","P","Sugar7d",0.655092557231721,0.828661754045771,0.848656273580387
"LGd","TH","Sugar7d",0.249416190839087,0.20829267657322,0.300255858305548
"LGv","TH","Sugar7d",0.15122744953249,0.131361901535109,0.218174984288746
"LH","TH","Sugar7d",0.0691097676211117,0.0632277091967416,0.143453770014385
"LHA","HY","Sugar7d",8.5511134915573e-06,8.53671508171949e-06,0.000652205032243369
"LM","HY","Sugar7d",0.190064986768183,0.164005335276381,0.254674951526738
"LP","TH","Sugar7d",0.130392128844662,0.11436572610441,0.200402327393965
"LPO","HY","Sugar7d",0.000174869899082803,0.00017380569413461,0.00510721347380162
"LSc","STR","Sugar7d",0.0478572418311831,0.0444185952248156,0.13195154532948
"LSr","STR","Sugar7d",0.00387970728554021,0.0037891738632827,0.0412539909941645
"LSv","STR","Sugar7d",0.0360519741261296,0.0337757262675183,0.118739547654616
"LT","MB","Sugar7d",0.0094728962276234,0.00909527623791129,0.0655546325072097
"MA","PAL","Sugar7d",0.0149467311998979,0.0143128899567899,0.0804047641690257
"MD","TH","Sugar7d",0.237662521530143,0.201362919654307,0.293590211099028
"MEA","STR","Sugar7d",0.0268269123745075,0.0251686138262049,0.100744275402159
"MEPO","HY","Sugar7d",0.587918907219,0.863850241883203,0.882328321923485
"MEV","MB","Sugar7d",0.309331092714674,0.252968335883269,0.33670349932895
"MG","TH","Sugar7d",0.251617681222538,0.209962878860817,0.301197453539584
"MH","TH","Sugar7d",0.985685728386056,0.672693962557163,0.707903839385223
"MM","HY","Sugar7d",0.0849908457182974,0.0770243127266219,0.160782991593276
"MOB","OLF","Sugar7d",0.0446454387815041,0.04152931286438,0.131109070365233
"MOp1","CTXpl","Sugar7d",0.279799929197673,0.231149360208719,0.319924114491778
"MOp2/3","CTXpl","Sugar7d",0.097693435343015,0.0871306903211104,0.171655434538113
"MOp5","CTXpl","Sugar7d",0.472710222710182,0.367388227079801,0.423994872339831
"MOp6a","CTXpl","Sugar7d",0.290832150567694,0.239346494130736,0.326537002706933
"MOp6b","CTXpl","Sugar7d",0.176561624448321,0.151697935980219,0.239911450074687
"MOs1","CTXpl","Sugar7d",0.257613098953326,0.216685531299232,0.304315709398186
"MOs2/3","CTXpl","Sugar7d",0.0671016644011673,0.0614676583901472,0.143453770014385
"MOs5","CTXpl","Sugar7d",0.134245894905861,0.118651771837411,0.20609798986741
"MOs6a","CTXpl","Sugar7d",0.0900462148902715,0.0813747876605347,0.166073162614332
"MOs6b","CTXpl","Sugar7d",0.0836011835785961,0.075827668976128,0.159194932199552
"MPN","HY","Sugar7d",0.0533725365825287,0.0495501491498381,0.139177624817928
"MPO","HY","Sugar7d",0.0204198832932907,0.0194227385633978,0.0970390166624085
"MPT","MB","Sugar7d",0.0985642766071109,0.0886660507264274,0.173694519884591
"MRN","MB","Sugar7d",0.0821199438989229,0.0738923013312371,0.159194932199552
"MS","PAL","Sugar7d",0.853397173700602,0.603632181455013,0.651377099762189
"NB","MB","Sugar7d",0.0460304305316478,0.0424448901415025,0.13195154532948
"ND","MB","Sugar7d",0.360349667216773,0.296376822453786,0.371199823532283
"NDB","PAL","Sugar7d",0.0352398066644651,0.0330367782247704,0.117944385811797
"NI","P","Sugar7d",0.00482197494352687,0.999868520453364,1
"NLL","P","Sugar7d",0.34788565937264,0.280913474527102,0.356593085003478
"NLOT1","OLF","Sugar7d",0.0464568910281725,0.0431631622251668,0.13195154532948
"NLOT3","OLF","Sugar7d",1.17586820906012e-05,1.17360319994431e-05,0.000747194037297875
"NOT","MB","Sugar7d",0.080269262223235,0.0723077482774164,0.158744596792949
"NPC","MB","Sugar7d",0.224856896249557,0.189505620675342,0.281677615167241
"NTB","MY","Sugar7d",0.0690486900588556,0.0631748349352318,0.143453770014385
"OP","MB","Sugar7d",0.0490199290721425,0.0450969411586526,0.132515627096964
"ORBl1","CTXpl","Sugar7d",0.0583688598431667,0.0537726633814199,0.143453770014385
"ORBl2/3","CTXpl","Sugar7d",0.27424566751421,0.22932418668873,0.318552142963982
"ORBl5","CTXpl","Sugar7d",0.146467331082295,0.128729284032671,0.214736185591618
"ORBl6a","CTXpl","Sugar7d",0.0325240635113926,0.0305619804638533,0.113346374147495
"ORBm1","CTXpl","Sugar7d",0.0176937734764397,0.998967358094939,1
"ORBm2/3","CTXpl","Sugar7d",1.20800774451622e-22,1,1
"ORBm5","CTXpl","Sugar7d",0.33080063799217,0.271368750938479,0.350567591965784
"ORBm6a","CTXpl","Sugar7d",0.0227085431304904,0.0215455494352863,0.0991614443889081
"ORBvl1","CTXpl","Sugar7d",0.319113965483889,0.262790832248556,0.343788006571741
"ORBvl2/3","CTXpl","Sugar7d",0.174058887003088,0.151178531913696,0.239911450074687
"ORBvl5","CTXpl","Sugar7d",0.128169228458961,0.113596474020508,0.199971673160526
"ORBvl6a","CTXpl","Sugar7d",0.00461126938444834,0.00449514565427789,0.0421000882534731
"ORBvl6b","CTXpl","Sugar7d",0.0859663563461945,0.0758468001579016,0.159194932199552
"OT","STR","Sugar7d",0.0459321018861533,0.0426927895106038,0.13195154532948
"PA","CTXsp","Sugar7d",0.00570395851960038,0.00551980198595936,0.0475423627393278
"PAA","OLF","Sugar7d",0.0631986042535332,0.057551264495559,0.143453770014385
"PAG","MB","Sugar7d",0.0656116248887512,0.0596496164372968,0.143453770014385
"PAR","HPF","Sugar7d",0.0119808792709106,0.0114539584622447,0.0744274283246549
"PB","P","Sugar7d",0.102914285218163,0.0915248321948771,0.175315943480838
"PBG","MB","Sugar7d",0.112005172298587,0.0991388938288077,0.179483684562107
"PCG","P","Sugar7d",0.204346131736439,0.969254545004887,0.982109379819275
"PCN","TH","Sugar7d",0.3913520981947,0.314901890162565,0.380672538107911
"PD","HY","Sugar7d",0.00628664876370354,0.0060127285361834,0.0488694106557885
"PERI1","CTXpl","Sugar7d",0.508002338286802,0.39078967167737,0.448293256999265
"PERI2/3","CTXpl","Sugar7d",0.580426216523234,0.437474760069583,0.487216788182451
"PERI5","CTXpl","Sugar7d",0.358210479896757,0.288295353273369,0.36466498327956
"PERI6a","CTXpl","Sugar7d",0.0827665795814531,0.0744470942245889,0.159194932199552
"PERI6b","CTXpl","Sugar7d",0.0761218374465527,0.0687463251312104,0.154477036471308
"PF","TH","Sugar7d",0.44085203258775,0.345871957625223,0.406532577885647
"PG","P","Sugar7d",0.33453287946345,0.939573886116293,0.957112598657131
"PH","HY","Sugar7d",0.099409437425369,0.0893852338059136,0.174209996499281
"PIR","OLF","Sugar7d",0.164463558575263,0.142030624728057,0.229897028161516
"PL1","CTXpl","Sugar7d",0.0216855845517949,0.998800584554971,1
"PL2/3","CTXpl","Sugar7d",6.40945552517868e-116,1,1
"PL5","CTXpl","Sugar7d",0.157508772455732,0.137768015348941,0.224903341296134
"PL6a","CTXpl","Sugar7d",0.0213544413717777,0.0202907641152229,0.0991614443889081
"PL6b","CTXpl","Sugar7d",0.0681968581006265,0.0624278804744499,0.143453770014385
"PMd","HY","Sugar7d",0.031255018399452,0.0294058405247222,0.110127755690626
"PMv","HY","Sugar7d",0.0365105669257232,0.0341920163403344,0.118739547654616
"PO","TH","Sugar7d",0.470246073430459,0.365738083642494,0.423369539246765
"POL","TH","Sugar7d",0.0218103917146176,0.0205757363013378,0.0991614443889081
"POR","P","Sugar7d",0.257357094566745,0.214306709437162,0.303723008124051
"POST","HPF","Sugar7d",0.0269592735859263,0.0252892511974958,0.100744275402159
"PP","TH","Sugar7d",0.0481870770395866,0.0443590823249259,0.13195154532948
"PPN","MB","Sugar7d",0.067920838513157,0.0616583658510493,0.143453770014385
"PPT","MB","Sugar7d",0.0387603364537989,0.0359566214386472,0.122593955417457
"PR","TH","Sugar7d",0.630487664917968,0.473235030359709,0.522473357217945
"PRC","MB","Sugar7d",0.375513601696415,0.303650636979988,0.375356040431766
"PRE","HPF","Sugar7d",0.00639284664377915,0.00617645636530995,0.049154298573925
"PRNr","P","Sugar7d",0.0785027642560472,0.0707919171417692,0.157223909000906
"PS","HY","Sugar7d",0.00031657512053964,0.00031409250588188,0.0066657409581599
"PST","HY","Sugar7d",0.0620272460233162,0.05700588304667,0.143453770014385
"PSTN","HY","Sugar7d",0.0335828390418737,0.0315301321879324,0.113761769762474
"PSV","P","Sugar7d",0.743569626371755,0.792677773491862,0.81618034898623
"PT","TH","Sugar7d",0.422338047038013,0.336601128840609,0.401591008260367
"PVH","HY","Sugar7d",0.330946982741395,0.271473068855857,0.350567591965784
"PVp","HY","Sugar7d",0.170055049308911,0.148719580894549,0.237702426367019
"PVT","TH","Sugar7d",0.900839604210292,0.72790499872814,0.753549348276828
"RCH","HY","Sugar7d",0.449366418700005,0.355224165729863,0.412998195940082
"RE","TH","Sugar7d",0.727282445706834,0.531659856878163,0.578615570733499
"RN","MB","Sugar7d",0.376170452846134,0.301032004383414,0.375356040431766
"RPO","P","Sugar7d",0.271700883833055,0.955710481117743,0.970961180284516
"RSPagl1","CTXpl","Sugar7d",0.428905298499039,0.337462601182141,0.401591008260367
"RSPagl2/3","CTXpl","Sugar7d",0.234735342145409,0.197048443577998,0.289509636333828
"RSPagl5","CTXpl","Sugar7d",0.0559828056975969,0.0512349567506896,0.141824300570749
"RSPagl6a","CTXpl","Sugar7d",0.00182186324172047,0.00178504007620828,0.0272754123644625
"RSPagl6b","CTXpl","Sugar7d",0.000290161406458372,0.000287672124479554,0.00646416185595234
"RSPd1","CTXpl","Sugar7d",0.298220729319248,0.244731383639562,0.329798587175338
"RSPd2/3","CTXpl","Sugar7d",0.0484163464274173,0.0445595532657144,0.13195154532948
"RSPd5","CTXpl","Sugar7d",0.0869075794434522,0.0779812471973167,0.161895850159647
"RSPd6a","CTXpl","Sugar7d",0.0113716854573302,0.0108823532802892,0.07412620295896
"RSPd6b","CTXpl","Sugar7d",0.0519070132971787,0.0476473386896502,0.135830472980943
"RSPv1","CTXpl","Sugar7d",0.0305489853513873,0.0285461269391302,0.108355047851477
"RSPv2/3","CTXpl","Sugar7d",0.119176564056728,0.105102203616007,0.187612344772499
"RSPv5","CTXpl","Sugar7d",0.0920278383950916,0.0823351950724245,0.166073162614332
"RSPv6a","CTXpl","Sugar7d",0.0932917686465514,0.0834074256452826,0.166814851290565
"RSPv6b","CTXpl","Sugar7d",0.440768676269675,0.345816491718518,0.406532577885647
"RT","TH","Sugar7d",0.0666239867590087,0.0605327907400944,0.143453770014385
"SAG","MB","Sugar7d",0.0655916995563658,0.0596357207666387,0.143453770014385
"SBPV","HY","Sugar7d",0.374856770070521,0.304862860137084,0.375356040431766
"SCdg","MB","Sugar7d",0.108725906532017,0.0963979210332736,0.178015893504399
"SCdw","MB","Sugar7d",0.0525936924412966,0.048252534159405,0.136536800362168
"SCH","HY","Sugar7d",0.895712774170862,0.638431766754594,0.675570456787409
"SCig","MB","Sugar7d",0.0444113067866335,0.0410043706790322,0.130530579994919
"SCiw","MB","Sugar7d",0.109313959483878,0.0968901595999951,0.178015893504399
"SCop","MB","Sugar7d",0.0157435897159817,0.0149668349466382,0.0817018977354621
"SCsg","MB","Sugar7d",0.00278936233828688,0.00272230551763164,0.0353951011517221
"SF","STR","Sugar7d",0.0629949862249782,0.0578578924273161,0.143453770014385
"SGN","TH","Sugar7d",0.512149249136863,0.393515167086534,0.449105143980559
"SI","PAL","Sugar7d",0,0,0
"SLC","P","Sugar7d",0.641692427236567,0.475581180148711,0.523550463449014
"SLD","P","Sugar7d",0.726403139502362,0.526254185290854,0.574368853660303
"SMT","TH","Sugar7d",0.890383032643656,0.623175802754698,0.661258768478596
"SNc","MB","Sugar7d",0.0137219823677294,0.0130831612766076,0.0761697301125125
"SNr","MB","Sugar7d",0.0159872862615575,0.0151934833415289,0.081745220231888
"SO","HY","Sugar7d",0.0512865250425764,0.0474814534431268,0.135830472980943
"SOCl","P","Sugar7d",0.109160002690667,0.0973032325980795,0.178015893504399
